uniqueID,DELETE_UseName,DELETE_surname,DELETE_otherNames,DELETE_title,DELETE_commonName,DELETE_earlierOrLaterNames,division,state,DELETE_electionDate,electionDate,electionDay,electionMonth,electionYear,byElection,reasonCeasedToBeMember,changedSeat,ceasedToBeMemberDate,ceasedToBeMemberYear,ceasedToBeMemberMonth,ceasedToBeMemberDay,Comment
mchughjeannette1983,Jeannette,McHugh,Jeannette,,,,Phillip,NSW,5.3.1983,1983-3-5,5,3,1983,No,Until elected for Grayndler ,1,1993-3-13,1993,3,13,
,,,,,,,Grayndler,NSW,13.3.1993,1993-3-13,13,3,1993,No,Retired,,1996-1-29,1996,1,29,
mchughsydney1938,Sydney,McHugh,Sydney,,,,Wakefield,SA,10.12.1938,1938-12-10,10,12,1938,Yes,Defeated,,1940-9-21,1940,9,21,
mcivorhector1955,Hector,McIvor,Hector James,,,,Gellibrand,VIC,10.12.1955,1955-12-10,10,12,1955,No,Retired,,1972-11-2,1972,11,2,
mckenziedavid1972,David,McKenzie,David Charles,,,,Diamond Valley,VIC,2.12.1972,1972-12-2,2,12,1972,No,Defeated,,1975-12-13,1975,12,13,
mckewmaxine2007,Maxine,McKew,Maxine Margaret,,,,Bennelong,NSW,24.11.2007,2007-11-24,24,11,2007,No,Defeated,,2010-8-21,2010,8,21,
mclachlanian1990,Ian,McLachlan,Ian Murray,,,,Barker,SA,24.3.1990,1990-3-24,24,3,1990,No,Retired,,1998-8-31,1998,8,31,
mcleanallan1901,Allan,McLean,Allan,,,,Gippsland,VIC,29.3.1901,1901-3-29,29,3,1901,No,Defeated,,1906-12-12,1906,12,12,
mcleanfrancis1901,Francis,McLean,Francis Edward,,,,Lang,NSW,29.3.1901,1901-3-29,29,3,1901,No,Retired,,1903-11-23,1903,11,23,
mcleanross1975,Ross,McLean,Ross Malcolm,,,,Perth,WA,13.12.1975,1975-12-13,13,12,1975,No,Defeated,,1983-3-5,1983,3,5,
mcleayjohn1949,John,McLeay,John,,,Later Sir John,Boothby,SA,10.12.1949,1949-12-10,10,12,1949,No,Retired,,1966-10-31,1966,10,31,
mcleayjohn1966,John,McLeay,John Elden,,,,Boothby,SA,26.11.1966,1966-11-26,26,11,1966,No,Resigned,,1981-1-22,1981,1,22,
mcleayleo1979,Leo,McLeay,Leo Boyce,,,,Grayndler,NSW,23.6.1979,1979-6-23,23,6,1979,Yes,Until elected for Watson ,1,1993-3-13,1993,3,13,
,,,,,,,Watson,NSW,13.3.1993,1993-3-13,13,3,1993,No,Retired,,2004-8-31,2004,8,31,
mcleoddonald1940,Donald,McLeod,Donald,,,,Wannon,VIC,21.9.1940,1940-9-21,21,9,1940,No,Defeated,,1949-12-10,1949,12,10,
,,,,,,,Wannon,VIC,28.4.1951,1951-4-28,28,4,1951,No,Retired,,1955-11-4,1955,11,4,
mcmahonjames1975,James,McMahon,James Leslie,,,,Sydney,NSW,13.12.1975,1975-12-13,13,12,1975,No,Retired,,1983-2-4,1983,2,4,
mcmahonwilliam1949,William,McMahon,William,,,Later Sir William,Lowe,NSW,10.12.1949,1949-12-10,10,12,1949,No,Resigned,,1982-1-4,1982,1,4,
mcmillanwilliam1901,William,McMillan,William,Sir,,,Wentworth,NSW,29.3.1901,1901-3-29,29,3,1901,No,Retired,,1903-11-23,1903,11,23,
mcmullanrobert1996,Robert,McMullan,Robert Francis,,,,Canberra,ACT,2.3.1996,1996-3-2,2,3,1996,No,Until elected for Fraser ,1,1998-10-3,1998,10,3,
,,,,,,,Fraser,ACT,3.10.1998,1998-10-3,3,10,1998,No,Retired,,2010-7-19,2010,7,19,
mcnamarakaren2013,Karen,McNamara,Karen Jane,,,,Dobell,NSW,7.9.2013,2013-9-7,7,9,2013,No,Defeated,,2016-7-2,2016,7,2,
mcneilljohn1922,John,McNeill,John,,,,Wannon,VIC,16.12.1922,1922-12-16,16,12,1922,No,Defeated,,1925-11-14,1925,11,14,
,,,,,,,Wannon,VIC,12.10.1929,1929-10-12,12,10,1929,No,Defeated,,1931-12-19,1931,12,19,
mcneillneil1961,Neil,McNeill,Neil,,,,Canning,WA,9.12.1961,1961-12-9,9,12,1961,No,Defeated,,1963-11-30,1963,11,30,
mcnicollwalter1931,Walter,McNicoll,Walter Ramsay,,,,Werriwa,NSW,19.12.1931,1931-12-19,19,12,1931,No,Resigned,,1934-8-2,1934,8,2,
,,,,,,,Goldstein,VIC,1.12.1984,1984-12-1,1,12,1984,No,Retired,,1990-2-19,1990,2,19,
mctiernanedward1929,Edward,McTiernan,Edward Aloysius,,,,Parkes,NSW,12.10.1929,1929-10-12,12,10,1929,No,Resigned,,1930-12-19,1930,12,19,
mcveightom1972,Tom,McVeigh,Daniel Thomas,,Tom,,Darling Downs,QLD,2.12.1972,1972-12-2,2,12,1972,No,Until elected for Groom ,1,1984-12-1,1984,12,1,
,,,,,,,Groom,QLD,1.12.1984,1984-12-1,1,12,1984,No,Resigned,,1988-2-29,1988,2,29,
mcveighjohn2016,John,McVeigh,John Joseph,,,,Groom,QLD,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
mcwilliamswilliam1903,William,McWilliams,William James,,,,Franklin,TAS,16.12.1903,1903-12-16,16,12,1903,No,Defeated,,1922-12-16,1922,12,16,
,,,,,,,Franklin,TAS,17.11.1928,1928-11-17,17,11,1928,No,Died,,1929-10-22,1929,10,22,
macdonaldpatersonthomas1901,Thomas,Macdonald-Paterson,Thomas,,,,Brisbane,QLD,30.3.1901,1901-3-30,30,3,1901,No,Defeated,,1903-12-16,1903,12,16,
macfarlaneian1998,Ian,Macfarlane,Ian Elgin,,,,Groom,QLD,3.10.1998,1998-10-3,3,10,1998,No,Retired,,2016-5-9,2016,5,9,
mackedward1990,Edward,Mack,Edward Carrington,,,,North Sydney,NSW,24.3.1990,1990-3-24,24,3,1990,No,Retired,,1996-1-29,1996,1,29,
mackaygeorge1917,George,Mackay,George Hugh,,,,Lilley,QLD,5.5.1917,1917-5-5,5,5,1917,No,Retired,,1934-8-7,1934,8,7,
mackaymalcolm1963,Malcolm,Mackay,Malcolm George,,,,Evans,NSW,30.11.1963,1963-11-30,30,11,1963,No,Defeated,,1972-12-2,1972,12,2,
mackellarmichael1969,Michael,MacKellar,Michael John Randal,,,,Warringah,NSW,25.10.1969,1969-10-25,25,10,1969,No,Resigned,,1994-2-18,1994,2,18,
mackenziealexander1975,Alexander,MacKenzie,Alexander John,,,,Calare,NSW,13.12.1975,1975-12-13,13,12,1975,No,Defeated,,1983-3-5,1983,3,5,
mackinnonewen1949,Ewen,MacKinnon,Ewen Daniel,,,,Wannon,VIC,10.12.1949,1949-12-10,10,12,1949,No,Defeated,,1951-4-28,1951,4,28,
,,,,,,,Corangamite,VIC,29.8.1953,1953-8-29,29,8,1953,Yes,Retired,,1966-10-31,1966,10,31,
macklinjenny1996,Jenny,Macklin,Jennifer Louise,,Jenny,,Jagajaga,VIC,2.3.1996,1996-3-2,2,3,1996,No,,,,,,,
macpheeian1974,Ian,Macphee,Ian Malcolm,,,,Balaclava,VIC,18.5.1974,1974-5-18,18,5,1974,No,Until elected for Goldstein ,1,1984-12-1,1984,12,1,
,,,,,,,Goldstein,VIC,1.12.1984,1984-12-1,1,12,1984,No,Retired,,1990-2-19,1990,2,19,
mactiernanalannah2013,Alannah,MacTiernan,Alannah Joan Geraldine Cecilia,,,,Perth,WA,7.9.2013,2013-9-7,7,9,2013,No,Retired,,2016-5-9,2016,5,9,
mahermichael1982,Michael,Maher,Michael John,,,,Lowe,NSW,13.3.1982,1982-3-13,13,3,1982,Yes,Defeated,,1987-7-11,1987,7,11,
mahonhugh1901,Hugh,Mahon,Hugh,,,,Coolgardie,WA,29.3.1901,1901-3-29,29,3,1901,No,Defeated,,1913-5-31,1913,5,31,
,,,,,,,Kalgoorlie,WA,22.12.1913,1913-12-22,22,12,1913,Yes,Defeated,,1917-5-5,1917,5,5,
,,,,,,,Kalgoorlie,WA,13.12.1919,1919-12-13,13,12,1919,No,Expelled,,1920-11-12,1920,11,12,
mahoneygerald1934,Gerald,Mahoney,Gerald William,,,,Denison,TAS,15.9.1934,1934-9-15,15,9,1934,No,Defeated,,1940-9-21,1940,9,21,
mahonywilliam1915,William,Mahony,William George,,,,Dalley,NSW,6.5.1915,1915-5-6,6,5,1915,Yes,Resigned,,1927-1-18,1927,1,18,
maiseydonald1963,Donald,Maisey,Donald William,,,,Moore,WA,30.11.1963,1963-11-30,30,11,1963,No,Defeated,,1974-5-18,1974,5,18,
makinnorman1919,Norman,Makin,Norman John Oswald,,,,Hindmarsh,SA,13.12.1919,1919-12-13,13,12,1919,No,Resigned,,1946-8-14,1946,8,14,
,,,,,,,Sturt,SA,29.5.1954,1954-5-29,29,5,1954,No,Until elected for Bonython ,1,1955-12-10,1955,12,10,
,,,,,,,Bonython,SA,10.12.1955,1955-12-10,10,12,1955,No,Retired,,1963-11-1,1963,11,1,
maloneywilliam1904,William,Maloney,William Robert Nuttall,,,,Melbourne,VIC,30.3.1904,1904-3-30,30,3,1904,Yes,Retired,,1940-8-27,1940,8,27,
manifoldjames1901,James,Manifold,James Chester,,,,Corangamite,VIC,29.3.1901,1901-3-29,29,3,1901,No,Retired,,1903-11-23,1903,11,23,
,,,,,,,Corangamite,VIC,31.5.1913,1913-5-31,31,5,1913,No,Died,,1918-10-23,1918,10,23,
mannedward1922,Edward,Mann,Edward Alexander,,,,Perth,WA,16.12.1922,1922-12-16,16,12,1922,No,Defeated,,1929-10-12,1929,10,12,
manningarthur1922,Arthur,Manning,Arthur Gibson,,,,Macquarie,NSW,16.12.1922,1922-12-16,16,12,1922,No,Defeated,,1928-11-17,1928,11,17,
marekpaul1996,Paul,Marek,Paul,,,,Capricornia,QLD,2.3.1996,1996-3-2,2,3,1996,No,Defeated,,1998-10-3,1998,10,3,
marinonola2007,Nola,Marino,Nola Bethwyn,,,,Forrest,WA,24.11.2007,2007-11-24,24,11,2007,No,,,,,,,
markswalter1919,Walter,Marks,Walter Moffitt,,,,Wentworth,NSW,13.12.1919,1919-12-13,13,12,1919,No,Defeated,,1931-12-19,1931,12,19,
markuslouise2004,Louise,Markus,Louise Elizabeth,,,,Greenway,NSW,9.10.2004,2004-10-9,9,10,2004,No,Until elected for Macquarie ,1,2010-8-21,2010,8,21,
,,,,,,,Macquarie,NSW,21.8.2010,2010-8-21,21,8,2010,No,Defeated,,2016-7-2,2016,7,2,
marlesrichard2007,Richard,Marles,Richard Donald,,,,Corio,VIC,24.11.2007,2007-11-24,24,11,2007,No,,,,,,,
marrcharles1919,Charles,Marr,Charles William Clanan,,,Later Sir Charles,Parkes,NSW,13.12.1919,1919-12-13,13,12,1919,No,Defeated,,1929-10-12,1929,10,12,
,,,,,,,Parkes,NSW,31.1.1931,1931-1-31,31,1,1931,Yes,Defeated,,1943-8-21,1943,8,21,
martensgeorge1928,George,Martens,George William,,,,Herbert,QLD,17.11.1928,1928-11-17,17,11,1928,No,Retired,,1946-8-16,1946,8,16,
martinstephen1984,Stephen,Martin,Stephen Paul,,,,Macarthur,NSW,1.12.1984,1984-12-1,1,12,1984,No,Until elected for Cunningham ,1,1993-3-13,1993,3,13,
,,,,,,,Cunningham,NSW,13.3.1993,1993-3-13,13,3,1993,No,Resigned,,2002-8-16,2002,8,16,
martinvincent1969,Vincent,Martin,Vincent Joseph,,,,Banks,NSW,25.10.1969,1969-10-25,25,10,1969,No,Retired,,1980-9-19,1980,9,19,
martyrjohn1975,John,Martyr,John Raymond,,,,Swan,WA,13.12.1975,1975-12-13,13,12,1975,No,Defeated,,1980-10-18,1980,10,18,
marwickthomas1940,Thomas,Marwick,Thomas William,,,,Swan,WA,21.12.1940,1940-12-21,21,12,1940,Yes,Defeated,,1943-8-21,1943,8,21,
massygreenewalter1910,Walter,Massy-Greene,Walter,,,Also Walter Massy Green,Richmond,NSW,13.4.1910,1910-4-13,13,4,1910,No,Defeated,,1922-12-16,1922,12,16,
mathesonrussell2010,Russell,Matheson,Russell Glenn,,,,Macarthur,NSW,21.8.2010,2010-8-21,21,8,2010,No,Defeated,,2016-7-2,2016,7,2,
mathewscharles1972,Charles,Mathews,Charles Race Thorson,,,,Casey,VIC,2.12.1972,1972-12-2,2,12,1972,No,Defeated,,1975-12-13,1975,12,13,
mathewsjames1906,James,Mathews,James,,,,Melbourne Ports,VIC,12.12.1906,1906-12-12,12,12,1906,No,Retired,,1931-11-27,1931,11,27,
maugersamuel1901,Samuel,Mauger,Samuel,,,,Melbourne Ports,VIC,29.3.1901,1901-3-29,29,3,1901,No,Until elected for Maribyrnong ,1,1906-12-12,1906,12,12,
,,,,,,,Maribyrnong,VIC,12.12.1906,1906-12-12,12,12,1906,No,Defeated,,1910-4-13,1910,4,13,
maxwellgeorge1917,George,Maxwell,George Arnot,,,,Fawkner,VIC,5.5.1917,1917-5-5,5,5,1917,No,Died,,1935-6-25,1935,6,25,
maymargaret1998,Margaret,May,Margaret Ann,,,,McPherson,QLD,3.10.1998,1998-10-3,3,10,1998,No,Retired,,2010-7-19,2010,7,19,
mayerhelen1983,Helen,Mayer,Helen,,,,Chisholm,VIC,5.3.1983,1983-3-5,5,3,1983,No,Defeated,,1987-7-11,1987,7,11,
melhamdaryl1990,Daryl,Melham,Daryl,,,,Banks,NSW,24.3.1990,1990-3-24,24,3,1990,No,Defeated,,2013-9-7,2013,9,7,
menziesrobert1934,Robert,Menzies,Robert Gordon,,,Later Sir Robert,Kooyong,VIC,15.9.1934,1934-9-15,15,9,1934,No,Resigned,,1966-2-17,1966,2,17,
mildrenjohn1980,John,Mildren,John Barry,,,,Ballarat,VIC,18.10.1980,1980-10-18,18,10,1980,No,Defeated,,1990-3-24,1990,3,24,Ballaarat until federal redistribution 1977
mileschristopher1984,Christopher,Miles,Christopher Gordon,,,,Braddon,TAS,1.12.1984,1984-12-1,1,12,1984,No,Defeated,,1998-10-3,1998,10,3,
millarclarrie1974,Clarrie,Millar,Percival Clarence,,Clarrie,,Wide Bay,QLD,18.5.1974,1974-5-18,18,5,1974,No,Retired,,1990-2-19,1990,2,19,
miltonpeter1980,Peter,Milton,Peter,,,,La Trobe,VIC,18.10.1980,1980-10-18,18,10,1980,No,Defeated,,1990-3-24,1990,3,24,
minoguedaniel1949,Daniel,Minogue,Daniel,,,,West Sydney,NSW,10.12.1949,1949-12-10,10,12,1949,No,Retired,,1969-6-26,1969,6,26,
mirabellasophie2001,Sophie,Mirabella,Sophie,,,Also Sophie Panopolous,Indi,VIC,10.11.2001,2001-11-10,10,11,2001,No,Defeated,,2013-9-7,2013,9,7,
mitchellbrian2016,Brian,Mitchell,Brian Keith,,,,Lyons,TAS,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
mitchellrobert2010,Robert,Mitchell,Robert George,,,,McEwen,VIC,21.8.2010,2010-8-21,21,8,2010,No,,,,,,,
moloneyparker1910,Parker,Moloney,Parker John,,,,Indi,VIC,13.4.1910,1910-4-13,13,4,1910,No,Defeated,,1913-5-31,1913,5,31,
,,,,,,,Indi,VIC,5.9.1914,1914-9-5,5,9,1914,No,Defeated,,1917-5-5,1917,5,5,
,,,,,,,Hume,NSW,13.12.1919,1919-12-13,13,12,1919,No,Defeated,,1931-12-19,1931,12,19,
monaghanjames1961,James,Monaghan,James Edward,,,,Evans,NSW,9.12.1961,1961-12-9,9,12,1961,No,Defeated,,1963-11-30,1963,11,30,
moorejohn1975,John,Moore,John Colinton,,,,Ryan,QLD,13.12.1975,1975-12-13,13,12,1975,No,Resigned,,2001-2-5,2001,2,5,
morganarthur1929,Arthur,Morgan,Arthur Clinton,,,,Darling Downs,QLD,12.10.1929,1929-10-12,12,10,1929,No,Defeated,,1931-12-19,1931,12,19,
morgancharles1940,Charles,Morgan,Charles Albert Aaron,,,,Reid,NSW,21.9.1940,1940-9-21,21,9,1940,No,Defeated,,1946-9-28,1946,9,28,
,,,,,,,Reid,NSW,10.12.1949,1949-12-10,10,12,1949,No,Defeated,,1958-11-22,1958,11,22,
morrisallan1983,Allan,Morris,Allan Agapitos,,,,Newcastle,NSW,5.3.1983,1983-3-5,5,3,1983,No,Retired,,2001-10-8,2001,10,8,
morrispeter1972,Peter,Morris,Peter Frederick,,,,Shortland,NSW,2.12.1972,1972-12-2,2,12,1972,No,Retired,,1998-8-31,1998,8,31,
morrisonscott2007,Scott,Morrison,Scott John,,,,Cook,NSW,24.11.2007,2007-11-24,24,11,2007,No,,,,,,,
morrisonbill1969,Bill,Morrison,William Lawrence,,Bill,,St George,NSW,25.10.1969,1969-10-25,25,10,1969,No,Defeated,,1975-12-13,1975,12,13,
,,,,,,,St George,NSW,18.10.1980,1980-10-18,18,10,1980,No,Retired,,1984-10-26,1984,10,26,
mortimerjack1963,Jack,Mortimer,Jack,,,,Grey,SA,1.6.1963,1963-6-1,1,6,1963,Yes,Defeated,,1966-11-26,1966,11,26,
mortonben2016,Ben,Morton,Ben,,,,Tangney,WA,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
mossfieldfrank1996,Frank,Mossfield,Frank William,,,,Greenway,NSW,2.3.1996,1996-3-2,2,3,1996,No,Retired,,2004-8-31,2004,8,31,
mountfordjohn1980,John,Mountford,John Graham,,,,Banks,NSW,18.10.1980,1980-10-18,18,10,1980,No,Retired,,1990-2-19,1990,2,19,
mountjoydonald1943,Donald,Mountjoy,Donald Alfred,,,,Swan,WA,21.8.1943,1943-8-21,21,8,1943,No,Defeated,,1946-9-28,1946,9,28,
moylanjudi1993,Judi,Moylan,Judith Eleanor,,Judi,,Pearce,WA,13.3.1993,1993-3-13,13,3,1993,No,Retired,,2013-8-5,2013,8,5,
mulcahydaniel1934,Daniel,Mulcahy,Daniel,,,,Lang,NSW,15.9.1934,1934-9-15,15,9,1934,No,Died,,1953-7-13,1953,7,13,
mulderallan1972,Allan,Mulder,Allan William,,,,Evans,NSW,2.12.1972,1972-12-2,2,12,1972,No,Defeated,,75-12-13,75,12,13,
mullensjohn1949,John,Mullens,John Michael,,,,Gellibrand,VIC,10.12.1949,1949-12-10,10,12,1949,No,Defeated,,55-12-10,55,12,10,
munrodugald1966,Dugald,Munro,Dugald Ranald Ross,,,,Eden-Monaro,NSW,26.11.1966,1966-11-26,26,11,1966,No,Defeated,,69-10-25,69,10,25,
murphyjohn1998,John,Murphy,John Paul,,,,Lowe,NSW,3.10.1998,1998-10-3,3,10,1998,No,Until elected for Reid ,1,2010-8-21,2010,8,21,
,,,,,,,Reid,NSW,21.8.2010,2010-8-21,21,8,2010,No,Defeated,,2013-9-7,2013,9,7,
murrayjohn1958,John,Murray,John,,,,Herbert,QLD,22.11.1958,1958-11-22,22,11,1958,No,Defeated,,1961-12-9,1961,12,9,
mutchstephen1996,Stephen,Mutch,Stephen Bruce,,,,Cook,NSW,2.3.1996,1996-3-2,2,3,1996,No,Retired,,1998-8-31,1998,8,31,
nairngary1996,Gary,Nairn,Gary Roy,,,,Eden-Monaro,NSW,2.3.1996,1996-3-2,2,3,1996,No,Defeated,,2007-11-24,2007,11,24,
nairnwalter1929,Walter,Nairn,Walter Maxwell,,,,Perth,WA,12.10.1929,1929-10-12,12,10,1929,No,Defeated,,1943-8-21,1943,8,21,
nealbelinda2007,Belinda,Neal,Belinda Jane,,,,Robertson,NSW,24.11.2007,2007-11-24,24,11,2007,No,Retired,,2010-7-19,2010,7,19,
nehlgarry1984,Garry,Nehl,Garry Barr,,,,Cowper,NSW,1.12.1984,1984-12-1,1,12,1984,No,Retired,,2001-10-8,2001,10,8,
neilmaurice1975,Maurice,Neil,Maurice James,,,,St George,NSW,13.12.1975,1975-12-13,13,12,1975,No,Defeated,,1980-10-18,1980,10,18,
nelsonbrendan1996,Brendan,Nelson,Brendan John,,,,Bradfield,NSW,2.3.1996,1996-3-2,2,3,1996,No,Resigned,,2009-10-19,2009,10,19,
nelsonharold1922,Harold,Nelson,Harold George,,,,Northern Territory,NT,16.12.1922,1922-12-16,16,12,1922,No,Defeated,,1934-9-15,1934,9,15,
nelsonjohn1949,John,Nelson,John Norman,,,,Northern Territory,NT,10.12.1949,1949-12-10,10,12,1949,No,Retired,,66-10-31,66,10,31,
neumannshayne2007,Shayne,Neumann,Shayne Kenneth,,,,Blair,QLD,24.11.2007,2007-11-24,24,11,2007,No,,,,,,,
nevillepaul1993,Paul,Neville,Paul Christopher,,,,Hinkler,QLD,13.3.1993,1993-3-13,13,3,1993,No,Retired,,2013-8-5,2013,8,5,
newellneville1990,Neville,Newell,Neville Joseph,,,,Richmond,NSW,24.3.1990,1990-3-24,24,3,1990,No,Defeated,,1996-3-2,1996,3,2,
newmankevin1975,Kevin,Newman,Kevin Eugene,,,,Bass,TAS,28.6.1975,1975-6-28,28,6,1975,Yes,Retired,,1984-10-26,1984,10,26,
nichollsmartin1963,Martin,Nicholls,Martin Henry,,,,Bonython,SA,30.11.1963,1963-11-30,30,11,1963,No,Resigned,,1977-9-30,1977,9,30,
nichollssamuel1917,Samuel,Nicholls,Samuel Robert,,,,Macquarie,NSW,5.5.1917,1917-5-5,5,5,1917,No,Defeated,,1922-12-16,1922,12,16,
nikolicandrew2013,Andrew,Nikolic,Andrew Alexander,,,,Bass,TAS,7.9.2013,2013-9-7,7,9,2013,No,Defeated,,2016-7-2,2016,7,2,
nixonpeter1961,Peter,Nixon,Peter James,,,,Gippsland,VIC,9.12.1961,1961-12-9,9,12,1961,No,Retired,,1983-2-4,1983,2,4,
nockhorace1931,Horace,Nock,Horace Keyworth,,,,Riverina,NSW,19.12.1931,1931-12-19,19,12,1931,No,Defeated,,1940-9-21,1940,9,21,
nottlewis1925,Lewis,Nott,Lewis Windermere,,,,Herbert,QLD,14.11.1925,1925-11-14,14,11,1925,No,Defeated,,1928-11-17,1928,11,17,
,,,,,,,Australian Capital Territory,ACT,10.12.1949,1949-12-10,10,12,1949,No,Defeated,,1951-4-28,1951,4,28,
nugentpeter1990,Peter,Nugent,Peter Edward,,,,Aston,VIC,24.3.1990,1990-3-24,24,3,1990,No,Died,,2001-4-24,2001,4,24,
obrienllewellyn2016,Llewellyn,O'Brien,Llewellyn Stephen,,,,Wide Bay,QLD,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
obrienreginald1961,Reginald,O'Brien,Reginald Charles,,,,Petrie,QLD,9.12.1961,1961-12-9,9,12,1961,No,Defeated,,63-11-30,63,11,30,
obriented2016,Ted,O'Brien,Ted Lynam,,,,Fairfax,QLD,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
obyrnemichelle1998,Michelle,O'Byrne,Michelle Anne,,,,Bass,TAS,3.10.1998,1998-10-3,3,10,1998,No,Defeated,,2004-10-9,2004,10,9,
oconnorbrendan2001,Brendan,O'Connor,Brendan Patrick,,,,Burke,VIC,10.11.2001,2001-11-10,10,11,2001,No,Until elected for Gorton ,1,2004-10-9,2004,10,9,
,,,,,,,Gorton,VIC,9.10.2004,2004-10-9,9,10,2004,No,,,,,,,
oconnorgavan1993,Gavan,O'Connor,Gavan Michael,,,,Corio,VIC,13.3.1993,1993-3-13,13,3,1993,No,Defeated,,2007-11-24,2007,11,24,
oconnorwilliam1946,William,O'Connor,William Paul,,,,West Sydney,NSW,28.9.1946,1946-9-28,28,9,1946,No,Until elected for Martin ,1,1949-12-10,1949,12,10,
,,,,,,,Martin,NSW,10.12.1949,1949-12-10,10,12,1949,No,Until elected for Dalley ,1,1955-12-10,1955,12,10,
,,,,,,,Dalley,NSW,10.12.1955,1955-12-10,10,12,1955,No,Retired,,1969-9-29,1969,9,29,
odowdkenneth2010,Kenneth,O'Dowd,Kenneth Desmond,,,,Flynn,QLD,21.8.2010,2010-8-21,21,8,2010,No,,,,,,,
odwyerkelly2009,Kelly,O'Dwyer,Kelly Megan,,,,Higgins,VIC,5.12.2009,2009-12-5,5,12,2009,Yes,,,,,,,
okeefedavid1922,David,O'Keefe,David John,,,,Denison,TAS,16.12.1922,1922-12-16,16,12,1922,No,Defeated,,1925-11-14,1925,11,14,
okeefefrank1969,Frank,O'Keefe,Frank Lionel,,,,Paterson,NSW,25.10.1969,1969-10-25,25,10,1969,No,Retired,,84-10-26,84,10,26,
okeefeneil1984,Neil,O'Keefe,Neil Patrick,,,,Burke,VIC,1.12.1984,1984-12-1,1,12,1984,No,Retired,,2001-10-8,2001,10,8,
omalleyking1901,King,O'Malley,King,,,,Tasmania,TAS,29.3.1901,1901-3-29,29,3,1901,No,Until elected for Darwin ,1,1903-12-16,1903,12,16,
,,,,,,,Darwin,TAS,16.12.1903,1903-12-16,16,12,1903,No,Defeated,,1917-5-5,1917,5,5,Name of Darwin electorate changed to Braddon by resolution of Parliament following the redistribution of electoral boundaries 1955.
oneilclare2013,Clare,O'Neil,Clare Ellen,,,,Hotham,VIC,7.9.2013,2013-9-7,7,9,2013,No,,,,,,,
oneillloyd1983,Lloyd,O'Neil,Lloyd Reginald Terrence,,,,Grey,SA,5.3.1983,1983-3-5,5,3,1983,No,Retired,,1993-2-8,1993,2,8,
oneilldeborah2010,Deborah,O'Neill,Deborah Mary,,,,Robertson,NSW,21.8.2010,2010-8-21,21,8,2010,No,Defeated,,2013-9-7,2013,9,7,
otoolecathy2016,Cathy,O'Toole,Catherine Elizabeth,,Cathy,,Herbert,QLD,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
oakeshottrobert2008,Robert,Oakeshott,Robert James Murray,,,,Lyne,NSW,6.9.2008,2008-9-6,6,9,2008,Yes,Retired,,2013-8-5,2013,8,5,
oldmeadowmaxwell1972,Maxwell,Oldmeadow,Maxwell Wilkinson,,,,Holt,VIC,2.12.1972,1972-12-2,2,12,1972,No,Defeated,,1975-12-13,1975,12,13,
olleyfrank1972,Frank,Olley,Frank,,,,Hume,NSW,2.12.1972,1972-12-2,2,12,1972,No,Defeated,,1974-5-18,1974,5,18,
oppermanhubert1949,Hubert,Opperman,Hubert Ferdinand,,,Later Sir Hubert,Corio,VIC,10.12.1949,1949-12-10,10,12,1949,No,Resigned,,1967-6-10,1967,6,10,
orchardrichard1913,Richard,Orchard,Richard Beaumont,,,,Nepean,NSW,31.5.1913,1913-5-31,31,5,1913,No,Retired,,1919-11-3,1919,11,3,
organmichael2002,Michael,Organ,Michael Keith,,,,Cunningham,NSW,19.10.2002,2002-10-19,19,10,2002,Yes,Defeated,,2004-10-9,2004,10,9,
osbornefrederick1949,Frederick,Osborne,Frederick Meares,,,,Evans,NSW,10.12.1949,1949-12-10,10,12,1949,No,Defeated,,1961-12-9,1961,12,9,
owensjulie2004,Julie,Owens,Julie Ann,,,,Parramatta,NSW,9.10.2004,2004-10-9,9,10,2004,No,,,,,,,
ozannealfred1910,Alfred,Ozanne,Alfred Thomas,,,,Corio,VIC,13.4.1910,1910-4-13,13,4,1910,No,Defeated,,1913-5-31,1913,5,31,
,,,,,,,Corio,VIC,5.9.1914,1914-9-5,5,9,1914,No,Defeated,,1917-5-5,1917,5,5,
pageearle1919,Earle,Page,Earle Christmas Grafton,,,Later Sir Earle,Cowper,NSW,13.12.1919,1919-12-13,13,12,1919,No,Defeated,,1961-12-9,1961,12,9,
pagejames1901,James,Page,James,,,,Maranoa,QLD,30.3.1901,1901-3-30,30,3,1901,No,Died,,1921-6-3,1921,6,3,
palmeralbert1906,Albert,Palmer,Albert Clayton,,,,Echuca,VIC,12.12.1906,1906-12-12,12,12,1906,No,Voided,,1907-6-10,1907,6,10,
,,,,,,,Echuca,VIC,10.7.1907,1907-7-10,10,7,1907,Yes,Died,,1919-8-14,1919,8,14,
palmerclive2013,Clive,Palmer,Clive Frederick,,,,Fairfax,QLD,7.9.2013,2013-9-7,7,9,2013,No,Retired,,2016-5-9,2016,5,9,
parkemelissa2007,Melissa,Parke,Melissa,,,,Fremantle,WA,24.11.2007,2007-11-24,24,11,2007,No,Retired,,2016-5-9,2016,5,9,
