uniqueID,DELETE_UseName,DELETE_surname,DELETE_otherNames,DELETE_title,DELETE_commonName,DELETE_earlierOrLaterNames,division,state,DELETE_electionDate,electionDate,electionDay,electionMonth,electionYear,byElection,reasonCeasedToBeMember,changedSeat,ceasedToBeMemberDate,ceasedToBeMemberYear,ceasedToBeMemberMonth,ceasedToBeMemberDay,Comment
gibbswylie1963,Wylie,Gibbs,Wylie Talbot,,,,Bowman,QLD,30.11.1963,1963-11-30,30,11,1963,No,Defeated,,1969-10-25,1969,10,25,
gibsonadrian1964,Adrian,Gibson,Adrian,,,,Denison,TAS,15.2.1964,1964-2-15,15,2,1964,Yes,Retired,,1969-9-29,1969,9,29,
gibsongarrie1990,Garrie,Gibson,Garrie David,,,,Moreton,QLD,24.3.1990,1990-3-24,24,3,1990,No,Defeated,,1996-3-2,1996,3,2,
gibsonwilliam1918,William,Gibson,William Gerrand,,,,Corangamite,VIC,14.12.1918,1918-12-14,14,12,1918,Yes,Defeated,,1929-10-12,1929,10,12,
,,,,,,,Corangamite,VIC,19.12.1931,1931-12-19,19,12,1931,No,Retired,,1934-8-7,1934,8,7,
gilesandrew2013,Andrew,Giles,Andrew James,,,,Scullin,VIC,7.9.2013,2013-9-7,7,9,2013,No,,,,,,,
gilesgeoffrey1964,Geoffrey,Giles,Geoffrey O'Halloran,,,,Angas,SA,20.6.1964,1964-6-20,20,6,1964,Yes,Until elected for Wakefield ,1,1977-12-10,1977,12,10,
,,,,,,,Wakefield,SA,10.12.1977,1977-12-10,10,12,1977,No,Retired,,1983-2-4,1983,2,4,
gillardjulia1998,Julia,Gillard,Julia Eileen,,,,Lalor,VIC,3.10.1998,1998-10-3,3,10,1998,No,Retired,,2013-8-5,2013,8,5,
gillardreginald1975,Reginald,Gillard,Reginald,,,,Macquarie,NSW,13.12.1975,1975-12-13,13,12,1975,No,Defeated,,1980-10-18,1980,10,18,
gillespiedavid2013,David,Gillespie,David Arthur,,,,Lyne,NSW,7.9.2013,2013-9-7,7,9,2013,No,,,,,,,
gilmorethomas1949,Thomas,Gilmore,Thomas Vernon,,,,Leichhardt,QLD,10.12.1949,1949-12-10,10,12,1949,No,Defeated,,1951-4-28,1951,4,28,
glynnpatrick1901,Patrick,Glynn,Patrick McMahon,,,,South Australia,SA,30.3.1901,1901-3-30,30,3,1901,No,Until elected for Angas ,1,1903-12-16,1903,12,16,
,,,,,,,Angas,SA,16.12.1903,1903-12-16,16,12,1903,No,Defeated,,1919-12-13,1919,12,13,
goodenoughian2013,Ian,Goodenough,Ian Reginald,,,,Moore,WA,7.9.2013,2013-9-7,7,9,2013,No,,,,,,,
goodluckbruce1975,Bruce,Goodluck,Bruce John,,,,Franklin,TAS,13.12.1975,1975-12-13,13,12,1975,No,Retired,,1993-2-8,1993,2,8,
gordondavid1911,David,Gordon,David John,,,,Boothby,SA,11.11.1911,1911-11-11,11,11,1911,Yes,Defeated,,1913-5-31,1913,5,31,
gormanpatrick2018,Patrick,Gorman,Patrick,,,,Perth,WA,28.7.2018,2018-7-28,28,7,2018,Yes,,,,,,,
gormanrussell1983,Russell,Gorman,Russell Neville Joseph,,,,Chifley,NSW,5.3.1983,1983-3-5,5,3,1983,No,Until elected for Greenway ,1,1984-12-1,1984,12,1,
,,,,,,,Greenway,NSW,1.12.1984,1984-12-1,1,12,1984,No,Retired,,1996-1-29,1996,1,29,
gortonjohn1968,John,Gorton,John Grey,,,,Higgins,VIC,24.2.1968,1968-2-24,24,2,1968,Yes,Retired,,1975-11-11,1975,11,11,
goslingluke2016,Luke,Gosling,Luke John Anthony,,,,Solomon,NT,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
graceedward1984,Edward,Grace,Edward Laurence,,,,Fowler,NSW,1.12.1984,1984-12-1,1,12,1984,No,Retired,,1998-8-31,1998,8,31,
graceelizabeth1996,Elizabeth,Grace,Elizabeth Jane,,,,Lilley,QLD,2.3.1996,1996-3-2,2,3,1996,No,Defeated,,1998-10-3,1998,10,3,
grahambruce1949,Bruce,Graham,Bruce William,,,,St George,NSW,10.12.1949,1949-12-10,10,12,1949,No,Defeated,,1954-5-29,1954,5,29,
,,,,,,,St George,NSW,10.12.1955,1955-12-10,10,12,1955,No,Defeated,,1958-11-22,1958,11,22,
,,,,,,,North Sydney,NSW,26.11.1966,1966-11-26,26,11,1966,No,Retired,,1980-9-19,1980,9,19,
grassbyal1969,Al,Grassby,Albert Jaime,,Al,,Riverina,NSW,25.10.1969,1969-10-25,25,10,1969,No,Defeated,,1974-5-18,1974,5,18,
graygary2007,Gary,Gray,Gary,,,,Brand,WA,24.11.2007,2007-11-24,24,11,2007,No,Retired,,2016-7-2,2016,7,2,
graygeorge1961,George,Gray,George Henry,,,,Capricornia,QLD,9.12.1961,1961-12-9,9,12,1961,No,Died,,1967-8-2,1967,8,2,
graydenwilliam1949,William,Grayden,William Leonard,,,,Swan,WA,10.12.1949,1949-12-10,10,12,1949,No,Defeated,,1954-5-29,1954,5,29,
greenalbert1922,Albert,Green,Albert Ernest,,,,Kalgoorlie,WA,16.12.1922,1922-12-16,16,12,1922,No,Died,,1940-10-2,1940,10,2,
greenroland1922,Roland,Green,Roland Frederick Herbert,,,,Richmond,NSW,16.12.1922,1922-12-16,16,12,1922,No,Defeated,,1937-10-23,1937,10,23,
greenuparthur1953,Arthur,Greenup,Arthur Edward,,,,Dalley,NSW,9.5.1953,1953-5-9,9,5,1953,Yes,Retired,,1955-11-4,1955,11,4,
gregoryhenry1913,Henry,Gregory,Henry,,,,Dampier,WA,31.5.1913,1913-5-31,31,5,1913,No,Until elected for Swan ,1,1922-12-16,1922,12,16,
,,,,,,,Swan,WA,16.12.1922,1922-12-16,16,12,1922,No,Died,,1940-11-15,1940,11,15,
griersonsharon2001,Sharon,Grierson,Sharon Joy,,,,Newcastle,NSW,10.11.2001,2001-11-10,10,11,2001,No,Retired,,2013-8-5,2013,8,5,
griffinalan1993,Alan,Griffin,Alan Peter,,,,Corinella,VIC,13.3.1993,1993-3-13,13,3,1993,No,Until elected for Bruce ,1,1996-3-2,1996,3,2,
,,,,,,,Bruce,VIC,2.3.1996,1996-3-2,2,3,1996,No,Retired,,2016-5-9,2016,5,9,
griffithsalan1983,Alan,Griffiths,Alan Gordon,,,,Maribyrnong,VIC,5.3.1983,1983-3-5,5,3,1983,No,Retired,,1996-1-29,1996,1,29,
griffithscharles1949,Charles,Griffiths,Charles Edward,,,,Shortland,NSW,10.12.1949,1949-12-10,10,12,1949,No,Retired,,1972-11-2,1972,11,2,
griggsnatasha2010,Natasha,Griggs,Natasha Louise,,,,Solomon,NT,21.8.2010,2010-8-21,21,8,2010,No,Defeated,,2016-7-2,2016,7,2,
groomarthur1901,Arthur,Groom,Arthur Champion,,,,Flinders,VIC,29.3.1901,1901-3-29,29,3,1901,No,Retired,,1903-11-23,1903,11,23,
groomlittleton1901,Littleton,Groom,Littleton Ernest,,,Later Sir Littleton,Darling Downs,QLD,14.9.1901,1901-9-14,14,9,1901,Yes,Defeated,,1929-10-12,1929,10,12,
,,,,,,,Darling Downs,QLD,19.12.1931,1931-12-19,19,12,1931,No,Died,,1936-11-6,1936,11,6,
groomray1975,Ray,Groom,Raymond John,,Ray,,Braddon,TAS,13.12.1975,1975-12-13,13,12,1975,No,Retired,,1984-10-26,1984,10,26,
groomwilliam1901,William,Groom,William Henry,,,,Darling Downs,QLD,30.3.1901,1901-3-30,30,3,1901,No,Died,,1901-8-8,1901,8,8,
gulletthenry1946,Henry,Gullett,Henry Baynton Somer,,,,Henty,VIC,30.3.1946,1946-3-30,30,3,1946,Yes,Retired,,1955-11-4,1955,11,4,
gulletthenry1925,Henry,Gullett,Henry Somer,,,Later Sir Henry,Henty,VIC,14.11.1925,1925-11-14,14,11,1925,No,Died,,1940-8-13,1940,8,13,
gunrichard1969,Richard,Gun,Richard Townsend,,,,Kingston,SA,25.10.1969,1969-10-25,25,10,1969,No,Defeated,,1975-12-13,1975,12,13,
guyjames1929,James,Guy,James Allan,,,,Bass,TAS,12.10.1929,1929-10-12,12,10,1929,No,Defeated,,1934-9-15,1934,9,15,
,,,,,,,Wilmot,TAS,21.9.1940,1940-9-21,21,9,1940,No,Defeated,,1946-9-28,1946,9,28,
haasebarry1998,Barry,Haase,Barry Wayne,,,,Kalgoorlie,WA,3.10.1998,1998-10-3,3,10,1998,No,Until elected for Durack ,1,2010-8-21,2010,8,21,
,,,,,,,Durack,WA,21.8.2010,2010-8-21,21,8,2010,No,Retired,,2013-8-5,2013,8,5,
hadleyjames1943,James,Hadley,James William,,,,Lilley,QLD,21.8.1943,1943-8-21,21,8,1943,No,Defeated,,1949-12-10,1949,12,10,
halberthugh1958,Hugh,Halbert,Hugh Victor,,,,Moore,WA,22.11.1958,1958-11-22,22,11,1958,No,Defeated,,1961-12-9,1961,12,9,
haledamian2007,Damian,Hale,Damian Francis,,,,Solomon,NT,24.11.2007,2007-11-24,24,11,2007,No,Defeated,,2010-8-21,2010,8,21,
halldavid1906,David,Hall,David Robert,,,,Werriwa,NSW,12.12.1906,1906-12-12,12,12,1906,No,Resigned,,1912-4-1,1912,4,1,
halljill1998,Jill,Hall,Jill Griffiths,,,,Shortland,NSW,3.10.1998,1998-10-3,3,10,1998,No,Retired,,2016-5-9,2016,5,9,
hallsteele1981,Steele,Hall,Raymond Steele,,Steele,,Boothby,SA,21.2.1981,1981-2-21,21,2,1981,Yes,Retired,,1996-1-29,1996,1,29,
hallettjohn1963,John,Hallett,John Mead,,,,Canning,WA,30.11.1963,1963-11-30,30,11,1963,No,Defeated,,1974-5-18,1974,5,18,
halversonrobert1984,Robert,Halverson,Robert George,,,,Casey,VIC,1.12.1984,1984-12-1,1,12,1984,No,Retired,,1998-8-31,1998,8,31,
hamerdavid1969,David,Hamer,David John,,,,Isaacs,VIC,25.10.1969,1969-10-25,25,10,1969,No,Defeated,,1974-5-18,1974,5,18,
,,,,,,,Isaacs,VIC,13.12.1975,1975-12-13,13,12,1975,No,Retired,,1977-11-10,1977,11,10,
hamiltonleonard1946,Leonard,Hamilton,Leonard William,,,,Swan,WA,28.9.1946,1946-9-28,28,9,1946,No,Until elected for Canning ,1,1949-12-10,1949,12,10,
,,,,,,,Canning,WA,10.12.1949,1949-12-10,10,12,1949,No,Retired,,1961-11-2,1961,11,2,
hammondtimothy2016,Timothy,Hammond,Timothy Jerome,,,,Perth,WA,2.7.2016,2016-7-2,2,7,2016,No,Resigned,,2018-5-10,2018,5,10,
hampsonalfred1915,Alfred,Hampson,Alfred John,,,,Bendigo,VIC,6.2.1915,1915-2-6,6,2,1915,Yes,Defeated,,1917-5-5,1917,5,5,
handgerard1983,Gerard,Hand,Gerard Leslie,,,,Melbourne,VIC,5.3.1983,1983-3-5,5,3,1983,No,Retired,,1993-2-8,1993,2,8,
handbyherbert1949,Herbert,Handby,Herbert Harry,,,,Kingston,SA,10.12.1949,1949-12-10,10,12,1949,No,Defeated,,1951-4-28,1951,4,28,
hannanjoseph1913,Joseph,Hannan,Joseph Francis,,,,Fawkner,VIC,31.5.1913,1913-5-31,31,5,1913,No,Defeated,,1917-5-5,1917,5,5,
hansenbrendan1961,Brendan,Hansen,Brendan Percival,,,,Wide Bay,QLD,9.12.1961,1961-12-9,9,12,1961,No,Defeated,,1974-5-18,1974,5,18,
hansonpauline1996,Pauline,Hanson,Pauline Lee,,,,Oxley,QLD,2.3.1996,1996-3-2,2,3,1996,No,Defeated,,1998-10-3,1998,10,3,
hardgravegary1996,Gary,Hardgrave,Gary Douglas,,,,Moreton,QLD,2.3.1996,1996-3-2,2,3,1996,No,Defeated,,2007-11-24,2007,11,24,
hardingernest1961,Ernest,Harding,Ernest William,,,,Herbert,QLD,9.12.1961,1961-12-9,9,12,1961,No,Defeated,,1966-11-26,1966,11,26,
harperrobert1901,Robert,Harper,Robert,,,,Mernda,VIC,29.3.1901,1901-3-29,29,3,1901,No,Retired,,1913-4-23,1913,4,23,
harrisgraham1980,Graham,Harris,Graham McDonald,,,,Chisholm,VIC,18.10.1980,1980-10-18,18,10,1980,No,Defeated,,1983-3-5,1983,3,5,
harrisoneli1949,Eli,Harrison,Eli James,,,,Blaxland,NSW,10.12.1949,1949-12-10,10,12,1949,No,Retired,,1969-9-29,1969,9,29,
harrisonericfairweather1931,Eric,Harrison,Eric Fairweather,,,,Bendigo,VIC,19.12.1931,1931-12-19,19,12,1931,No,Retired,,1937-9-21,1937,9,21,
harrisonericjohn1931,Eric,Harrison,Eric John,,,,Wentworth,NSW,19.12.1931,1931-12-19,19,12,1931,No,Resigned,,1956-10-17,1956,10,17,
hartross2016,Ross,Hart,Ross Anthony,,,,Bass,TAS,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
hartnollwilliam1902,William,Hartnoll,William,,,,Tasmania,TAS,26.3.1902,1902-3-26,26,3,1902,Yes,Defeated,,1903-12-16,1903,12,16,
hartsuykerluke2001,Luke,Hartsuyker,Luke,,,,Cowper,NSW,10.11.2001,2001-11-10,10,11,2001,No,,,,,,,
harveyelizabeth1987,Elizabeth,Harvey,Elizabeth Robyn,,,,Hawker,SA,11.7.1987,1987-7-11,11,7,1987,No,Defeated,,1990-3-24,1990,3,24,
haslemjohn1975,John,Haslem,John Whitton,,,,Canberra,ACT,13.12.1975,1975-12-13,13,12,1975,No,Defeated,,1980-10-18,1980,10,18,
hasluckpaul1949,Paul,Hasluck,Paul Meernaa Caedwalla,,,,Curtin,WA,10.12.1949,1949-12-10,10,12,1949,No,Resigned,,1969-2-10,1969,2,10,
hastieandrew2015,Andrew,Hastie,Andrew William,,,,Canning,WA,19.9.2015,2015-9-19,19,9,2015,Yes,,,,,,,
hattonmichael1996,Michael,Hatton,Michael John,,,,Blaxland,NSW,15.6.1996,1996-6-15,15,6,1996,Yes,Retired,,2007-10-17,2007,10,17,
havilandchristopher1993,Christopher,Haviland,Christopher Douglas,,,,Macarthur,NSW,13.3.1993,1993-3-13,13,3,1993,No,Retired,,1996-1-29,1996,1,29,
hawkealexander2007,Alexander,Hawke,Alexander George,,,,Mitchell,NSW,24.11.2007,2007-11-24,24,11,2007,No,,,,,,,
hawkebob1980,Bob,Hawke,Robert James Lee,,Bob,,Wills,VIC,18.10.1980,1980-10-18,18,10,1980,No,Resigned,,1992-2-20,1992,2,20,
hawkercharles1929,Charles,Hawker,Charles Allan Seymour,,,,Wakefield,SA,12.10.1929,1929-10-12,12,10,1929,No,Died,,1938-10-25,1938,10,25,
hawkerdavid1983,David,Hawker,David Peter Maxwell,,,,Wannon,VIC,7.5.1983,1983-5-7,7,5,1983,Yes,Retired,,2010-7-19,2010,7,19,
haworthwilliam1949,William,Haworth,William Crawford,,,,Isaacs,VIC,10.12.1949,1949-12-10,10,12,1949,No,Retired,,1969-9-29,1969,9,29,
hayalexander1919,Alexander,Hay,Alexander,,,,New England,NSW,13.12.1919,1919-12-13,13,12,1919,No,Defeated,,1922-12-16,1922,12,16,
haydenbill1961,Bill,Hayden,William George,,Bill,,Oxley,QLD,9.12.1961,1961-12-9,9,12,1961,No,Resigned,,1988-8-17,1988,8,17,
hayeschristopher2005,Christopher,Hayes,Christopher Patrick,,,,Werriwa,NSW,19.3.2005,2005-3-19,19,3,2005,Yes,Until elected for Fowler ,1,2010-8-21,2010,8,21,
,,,,,,,Fowler,NSW,21.8.2010,2010-8-21,21,8,2010,No,,,,,,,
haylenleslie1943,Leslie,Haylen,Leslie Clement,,,,Parkes,NSW,21.8.1943,1943-8-21,21,8,1943,No,Defeated,,1963-11-30,1963,11,30,
hedgeswilliam1906,William,Hedges,William Noah,,,,Fremantle,WA,12.12.1906,1906-12-12,12,12,1906,No,Defeated,,1913-5-31,1913,5,31,
heitmannedward1917,Edward,Heitmann,Edward Ernest,,,,Kalgoorlie,WA,5.5.1917,1917-5-5,5,5,1917,No,Defeated,,1919-12-13,1919,12,13,
hendersonsarah2013,Sarah,Henderson,Sarah Moya,,,,Corangamite,VIC,7.9.2013,2013-9-7,7,9,2013,No,,,,,,,
hendypeter2013,Peter,Hendy,Peter William,,,,Eden-Monaro,NSW,7.9.2013,2013-9-7,7,9,2013,No,Defeated,,2016-7-2,2016,7,2,
henrystuart2004,Stuart,Henry,Stuart Irwin,,,,Hasluck,WA,9.10.2004,2004-10-9,9,10,2004,No,Defeated,,2007-11-24,2007,11,24,
henzellmarjorie1993,Marjorie,Henzell,Marjorie Madeline,,,,Capricornia,QLD,13.3.1993,1993-3-13,13,3,1993,No,Defeated,,1996-3-2,1996,3,2,
hewsonhenry1972,Henry,Hewson,Henry Arthur,,,,McMillan,VIC,2.12.1972,1972-12-2,2,12,1972,No,Defeated,,1975-12-13,1975,12,13,
hewsonjohn1987,John,Hewson,John Robert,,,,Wentworth,NSW,11.7.1987,1987-7-11,11,7,1987,No,Resigned,,1995-2-28,1995,2,28,
hicksnoel1980,Noel,Hicks,Noel Jeffrey,,,,Riverina,NSW,18.10.1980,1980-10-18,18,10,1980,No,Until elected for Riverina-Darling ,1,1984-12-1,1984,12,1,
,,,,,,,Riverina-Darling,NSW,1.12.1984,1984-12-1,1,12,1984,No,Until elected for Riverina ,1,1993-3-13,1993,3,13,
,,,,,,,Riverina,NSW,13.3.1993,1993-3-13,13,3,1993,No,Retired,,1998-8-31,1998,8,31,
higginshenry1901,Henry,Higgins,Henry Bournes,,,,Northern Melbourne,VIC,29.3.1901,1901-3-29,29,3,1901,No,Resigned,,1906-10-13,1906,10,13,
higgswilliam1910,William,Higgs,William Guy,,,,Capricornia,QLD,13.4.1910,1910-4-13,13,4,1910,No,Defeated,,1922-12-16,1922,12,16,
hilljulian2016,Julian,Hill,Julian Christopher,,,,Bruce,VIC,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
hillwilliam1919,William,Hill,William Caldwell,,,,Echuca,VIC,20.9.1919,1919-9-20,20,9,1919,Yes,Retired,,1934-8-7,1934,8,7,
hoarekelly1998,Kelly,Hoare,Kelly Joy,,,,Charlton,NSW,3.10.1998,1998-10-3,3,10,1998,No,Retired,,2007-10-17,2007,10,17,
hockeyjoseph1996,Joseph,Hockey,Joseph Benedict,,,,North Sydney,NSW,2.3.1996,1996-3-2,2,3,1996,No,Resigned,,2015-10-23,2015,10,23,
hodgesjohn1974,John,Hodges,John Charles,,,,Petrie,QLD,18.5.1974,1974-5-18,18,5,1974,No,Defeated,,1983-3-5,1983,3,5,
,,,,,,,Petrie,QLD,1.12.1984,1984-12-1,1,12,1984,No,Defeated,,1987-7-11,1987,7,11,
hodgmanmichael1975,Michael,Hodgman,William Michael,,Michael,,Denison,TAS,13.12.1975,1975-12-13,13,12,1975,No,Defeated,,1987-7-11,1987,7,11,
hogankevin2013,Kevin,Hogan,Kevin John,,,,Page,NSW,7.9.2013,2013-9-7,7,9,2013,No,,,,,,,
holderfrederick1901,Frederick,Holder,Frederick William,Sir,,,South Australia,SA,30.3.1901,1901-3-30,30,3,1901,No,Until elected for Wakefield ,1,1903-12-16,1903,12,16,
,,,,,,,Wakefield,SA,16.12.1903,1903-12-16,16,12,1903,No,Died,,1909-7-23,1909,7,23,
holdingclyde1977,Clyde,Holding,Allan Clyde,,Clyde,,Melbourne Ports,VIC,10.12.1977,1977-12-10,10,12,1977,No,Retired,,1998-8-31,1998,8,31,
holliscolin1983,Colin,Hollis,Colin,,,,Macarthur,NSW,5.3.1983,1983-3-5,5,3,1983,No,Until elected for Throsby ,1,1984-12-1,1984,12,1,
,,,,,,,Throsby,NSW,1.12.1984,1984-12-1,1,12,1984,No,Retired,,2001-10-8,2001,10,8,
hollowayedward1929,Edward,Holloway,Edward James,,,,Flinders,VIC,12.10.1929,1929-10-12,12,10,1929,No,Until elected for Melbourne Ports,1,1931-12-19,1931,12,19,
,,,,,,,Melbourne Ports,VIC,19.12.1931,1931-12-19,19,12,1931,No,Retired,,1951-3-19,1951,3,19,
holmanwilliam1931,William,Holman,William Arthur,,,,Martin,NSW,19.12.1931,1931-12-19,19,12,1931,No,Died,,1934-6-5,1934,6,5,
holtharold1935,Harold,Holt,Harold Edward,,,,Fawkner,VIC,17.8.1935,1935-8-17,17,8,1935,Yes,Until elected for Higgins ,1,1949-12-10,1949,12,10,
,,,,,,,Higgins,VIC,10.12.1949,1949-12-10,10,12,1949,No,Presumed dead,,1967-12-19,1967,12,19,
holtrobert1955,Robert,Holt,Robert Wilfred,,,,Darebin,VIC,10.12.1955,1955-12-10,10,12,1955,No,Retired,,1958-10-14,1958,10,14,
holtenrendle1958,Rendle,Holten,Rendle McNeilage,,,,Indi,VIC,22.11.1958,1958-11-22,22,11,1958,No,Defeated,,1977-12-10,1977,12,10,
hornerobert1993,Robert,Horne,Robert Hodges,,,,Paterson,NSW,13.3.1993,1993-3-13,13,3,1993,No,Defeated,,1996-3-2,1996,3,2,
,,,,,,,Paterson,NSW,3.10.1998,1998-10-3,3,10,1998,No,Defeated,,2001-11-10,2001,11,10,
howardjohn1974,John,Howard,John Winston,,,,Bennelong,NSW,18.5.1974,1974-5-18,18,5,1974,No,Defeated,,2007-11-24,2007,11,24,
howarthluke2013,Luke,Howarth,Luke Ronald,,,,Petrie,QLD,7.9.2013,2013-9-7,7,9,2013,No,,,,,,,
howebrian1977,Brian,Howe,Brian Leslie,,,,Batman,VIC,10.12.1977,1977-12-10,10,12,1977,No,Retired,,1996-1-29,1996,1,29,
howerobert1910,Robert,Howe,Robert,,,,Dalley,NSW,13.4.1910,1910-4-13,13,4,1910,No,Died,,1915-4-2,1915,4,2,
howroydcharles1917,Charles,Howroyd,Charles Richard,,,,Darwin,TAS,5.5.1917,1917-5-5,5,5,1917,No,Died,,1917-5-10,1917,5,10,Name of Darwin electorate changed to Braddon by resolution of Parliament following the redistribution of electoral boundaries 1955.
howsejohn1946,John,Howse,John Brooke,,,,Calare,NSW,28.9.1946,1946-9-28,28,9,1946,No,Resigned,,1960-9-28,1960,9,28,
howseneville1922,Neville,Howse,Neville Reginald,Sir,,,Calare,NSW,16.12.1922,1922-12-16,16,12,1922,No,Defeated,,1929-10-12,1929,10,12,
howsonpeter1955,Peter,Howson,Peter,,,,Fawkner,VIC,10.12.1955,1955-12-10,10,12,1955,No,Until elected for Casey ,1,1969-10-25,1969,10,25,
,,,,,,,Casey,VIC,25.10.1969,1969-10-25,25,10,1969,No,Defeated,,1972-12-2,1972,12,2,
hughestom1963,Tom,Hughes,Thomas Eyre Forrest,,Tom,,Parkes,NSW,30.11.1963,1963-11-30,30,11,1963,No,Until elected for Berowra ,1,1969-10-25,1969,10,25,
,,,,,,,Berowra,NSW,25.10.1969,1969-10-25,25,10,1969,No,Retired,,1972-11-2,1972,11,2,
hugheswilliam1901,William,Hughes,William Morris,,William,,West Sydney,NSW,29.3.1901,1901-3-29,29,3,1901,No,Until elected for Bendigo ,1,1917-5-5,1917,5,5,
,,,,,,,Bendigo,VIC,5.5.1917,1917-5-5,5,5,1917,No,Until elected for North Sydney,1,1922-12-16,1922,12,16,
,,,,,,,North Sydney,NSW,16.12.1922,1922-12-16,16,12,1922,No,Until elected for Bradfield ,1,1949-12-10,1949,12,10,
,,,,,,,Bradfield,NSW,10.12.1949,1949-12-10,10,12,1949,No,Died,,1952-10-28,1952,10,28,
hullkay1998,Kay,Hull,Kay Elizabeth,,,,Riverina,NSW,3.10.1998,1998-10-3,3,10,1998,No,Retired,,2010-7-19,2010,7,19,
hullsrob1990,Rob,Hulls,Rob Justin,,,,Kennedy,QLD,24.3.1990,1990-3-24,24,3,1990,No,Defeated,,1993-3-13,1993,3,13,
hulmealan1949,Alan,Hulme,Alan Shallcross,,,Later Sir Alan,Petrie,QLD,10.12.1949,1949-12-10,10,12,1949,No,Defeated,,1961-12-9,1961,12,9,
,,,,,,,Petrie,QLD,30.11.1963,1963-11-30,30,11,1963,No,Retired,,1972-11-2,1972,11,2,
humphreysben1977,Ben,Humphreys,Benjamin Charles,,Ben,,Griffith,QLD,10.12.1977,1977-12-10,10,12,1977,No,Retired,,1996-1-29,1996,1,29,
huntgregory2001,Gregory,Hunt,Gregory Andrew,,,,Flinders,VIC,10.11.2001,2001-11-10,10,11,2001,No,,,,,,,
huntralph1969,Ralph,Hunt,Ralph James Dunnet,,,,Gwydir,NSW,7.6.1969,1969-6-7,7,6,1969,Yes,Resigned,,1989-2-24,1989,2,24,
hunterjames1921,James,Hunter,James Aitchison Johnston,,,,Maranoa,QLD,30.7.1921,1921-7-30,30,7,1921,Yes,Retired,,1940-8-27,1940,8,27,
hurfordchris1969,Chris,Hurford,Christopher John,,Chris,,Adelaide,SA,25.10.1969,1969-10-25,25,10,1969,No,Resigned,,1987-12-31,1987,12,31,
hurrygeoffry1922,Geoffry,Hurry,Geoffry,,,,Bendigo,VIC,16.12.1922,1922-12-16,16,12,1922,No,Defeated,,1929-10-12,1929,10,12,
husaremma2016,Emma,Husar,Emma,,,,Lindsay,NSW,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
husiced2010,Ed,Husic,Edham Nurredin,,Ed,,Chifley,NSW,21.8.2010,2010-8-21,21,8,2010,No,,,,,,,
hutchinarthur1931,Arthur,Hutchin,Arthur William,,,,Denison,TAS,19.12.1931,1931-12-19,19,12,1931,No,Defeated,,1934-9-15,1934,9,15,
hutchinsoneric2013,Eric,Hutchinson,Eric Russell,,,,Lyons,TAS,7.9.2013,2013-9-7,7,9,2013,No,Defeated,,2016-7-2,2016,7,2,
hutchinsonwilliam1931,William,Hutchinson,William Joseph,,,,Indi,VIC,19.12.1931,1931-12-19,19,12,1931,No,Until elected for Deakin ,1,1937-10-23,1937,10,23,
,,,,,,,Deakin,VIC,23.10.1937,1937-10-23,23,10,1937,No,Retired,,1949-10-31,1949,10,31,
hutchisonjames1903,James,Hutchison,James,,,,Hindmarsh,SA,16.12.1903,1903-12-16,16,12,1903,No,Died,,1909-12-6,1909,12,6,
hydejohn1974,John,Hyde,John Martin,,,,Moore,WA,18.5.1974,1974-5-18,18,5,1974,No,Defeated,,1983-3-5,1983,3,5,
innested1972,Ted,Innes,Urquhart Edward,,Ted,,Melbourne,VIC,2.12.1972,1972-12-2,2,12,1972,No,Retired,,1983-2-4,1983,2,4,
ironsstephen2007,Stephen,Irons,Stephen James,,,,Swan,WA,24.11.2007,2007-11-24,24,11,2007,No,,,,,,,
irvinehans1906,Hans,Irvine,Hans William Henry,,,,Grampians,VIC,12.12.1906,1906-12-12,12,12,1906,No,Defeated,,1914-9-5,1914,9,5,
irvinewilliam1906,William,Irvine,William Hill,,,Later Sir William,Flinders,VIC,12.12.1906,1906-12-12,12,12,1906,No,Resigned,,1918-4-5,1918,4,5,
irwinjulia1998,Julia,Irwin,Julia Claire,,,,Fowler,NSW,3.10.1998,1998-10-3,3,10,1998,No,Retired,,2010-7-19,2010,7,19,
irwinleslie1963,Leslie,Irwin,Leslie Herbert,,,,Mitchell,NSW,30.11.1963,1963-11-30,30,11,1963,No,Defeated,,1972-12-2,1972,12,2,
isaacsisaac1901,Isaac,Isaacs,Isaac Alfred,,,,Indi,VIC,29.3.1901,1901-3-29,29,3,1901,No,Resigned,,1906-10-12,1906,10,12,
jackwilliam1949,William,Jack,William Mathers,,,,North Sydney,NSW,10.12.1949,1949-12-10,10,12,1949,No,Retired,,1966-10-31,1966,10,31,
jacksondavid1919,David,Jackson,David Sydney,,,,Bass,TAS,13.12.1919,1919-12-13,13,12,1919,No,Defeated,,1929-10-12,1929,10,12,
jacksonsharryn2001,Sharryn,Jackson,Sharryn Maree,,,,Hasluck,WA,10.11.2001,2001-11-10,10,11,2001,No,Defeated,,2004-10-9,2004,10,9,
,,,,,,,Hasluck,WA,24.11.2007,2007-11-24,24,11,2007,No,Defeated,,2010-8-21,2010,8,21,
