sitting,topic,gov,median,upper,lower
8,28,1,1.1557313197780128,1.590366388539596,0.6671220727620051
8,29,1,-1.9196111861962641,-1.715715066414536,-2.1475970189800293
8,30,1,-2.066888624711916,-1.8724767585360644,-2.2884364103260957
8,31,1,-1.4775303956169379,-1.2359055114091004,-1.7758222755324502
8,32,1,-1.7598329719448698,-1.5586784275828145,-1.9593929146178695
8,33,1,-2.401220808432205,-2.21939765645209,-2.6060660011616847
8,34,1,-1.164568753843161,-0.08688802991206156,-2.155060764408902
8,35,1,-2.225038623309068,-2.0338307888771108,-2.436037360364557
8,36,1,-2.091057692570689,-1.885754636837933,-2.3031070446228643
8,37,1,-1.8134058369993267,-1.6172202423890099,-2.0030656597571097
8,38,1,-2.304113105356092,-2.1200261469873802,-2.5016625232027905
8,39,1,-2.433171472833708,-2.229784940073856,-2.6505370508453105
8,40,1,-0.5921595500673407,-0.22594408402348076,-0.9959829993049373
9,1,2,-1.1557876816336319,-0.673186427719493,-1.7118734358271284
9,2,2,-0.4455789988860896,0.252201730612044,-1.0504427755999188
9,3,2,-0.6647401325520569,-0.15638898033798,-1.1722923858649992
9,4,2,-1.2296163776332047,-0.8006116071047451,-1.6918884464025647
9,5,2,-1.596804234972355,-1.130922014596681,-2.1517213255169008
9,6,2,-1.2044048717944693,-0.7451678609861264,-1.7410710343559317
9,7,2,-0.08013448610997742,1.062686202225173,-1.3060945606043541
9,8,2,-0.4840358935974889,0.06131306077275479,-1.0741238369302288
9,9,2,-0.478208521774592,6.785950088105712e-5,-1.032216524008982
9,10,2,-1.176853128366784,-0.7097449444359688,-1.6056441062394555
9,11,2,-1.6076246741132125,-1.15468368758981,-2.0929002737953177
9,12,2,-0.6430653216716238,-0.21646499006396208,-1.1409884663080285
9,13,2,-1.606197892000981,-1.1058436972000312,-2.2187389411332
9,14,2,-2.319717059360726,-1.9205414330069068,-2.7683301904524873
9,15,2,-0.9205514573722553,-0.46306995596317496,-1.4070112680371074
9,16,2,-0.36515925792213577,0.09175190655367435,-0.9199375466502717
